code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
478,12,M,non,physique,oui,oui,non,interne,non,universitaire,enseignante,autre,non,non,3000-6000 MAD,non,scientifique,1,7.88,15.89,13.77,5.79,7.12,6.42,Public,urbain,2,oui,oui,oui,oui,marié,urbain,oui,Kinesthésique,non,مثعثر دراسيا
479,10,F,oui,Non,oui,oui,non,externe,secondaire,non,enseignante,ouvrier,oui,non,3000-6000 MAD,oui,littéraire,2,3.83,10.52,13.2,18.0,7.43,13.75,Privé,rural,8,oui,oui,non,oui,marié,rural,non,Auditif,partiellement,مثعثر دراسيا
480,14,F,non,psychique,non,non,oui,externe,primaire,universitaire,médecin,enseignant,oui,oui,3000-6000 MAD,non,scientifique,2,8.0,18.0,9.12,18.0,12.69,18.0,Privé,urbain,3,oui,oui,oui,oui,célibataire,urbain,non,Normal,partiellement,مثعثر دراسيا
481,10,F,oui,psychique,oui,non,non,externe,universitaire,primaire,médecin,ouvrier,oui,oui,3000-6000 MAD,oui,littéraire,3,5.22,10.48,9.02,18.0,7.05,17.5,Public,urbain,1,oui,oui,non,oui,marié,urbain,oui,Visuel,oui,جيد
482,14,F,non,psychique,non,oui,non,externe,non,non,ménagère,enseignant,non,non,< 3000 MAD,non,littéraire,3,7.21,8.61,8.69,18.0,11.01,10.44,Privé,rural,3,oui,oui,oui,non,marié,rural,oui,Kinesthésique,oui,جيد
483,17,M,oui,physique,non,non,non,externe,secondaire,non,médecin,médecin,oui,oui,< 3000 MAD,oui,littéraire,3,3.89,5.86,10.54,11.13,10.53,16.61,Public,urbain,8,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,partiellement,جيد
484,13,M,non,psychique,non,oui,oui,externe,secondaire,non,médecin,ouvrier,oui,oui,< 3000 MAD,non,littéraire,0,5.9,11.08,9.01,17.75,16.86,14.36,Privé,rural,9,oui,oui,oui,oui,célibataire,rural,non,Visuel,non,مثعثر دراسيا
485,6,F,oui,physique,oui,oui,oui,externe,primaire,non,autre,ouvrier,oui,non,> 6000 MAD,oui,littéraire,3,6.28,10.41,16.19,18.0,6.08,15.29,Privé,urbain,9,oui,oui,non,non,célibataire,urbain,non,Normal,oui,مثعثر دراسيا
486,16,F,oui,physique,non,oui,non,externe,secondaire,primaire,médecin,ouvrier,non,non,> 6000 MAD,non,littéraire,1,7.24,13.6,11.8,7.48,15.36,13.73,Public,rural,1,oui,oui,non,oui,marié,rural,oui,Visuel,partiellement,مثعثر دراسيا
487,17,F,oui,physique,non,oui,non,externe,secondaire,universitaire,ménagère,enseignant,non,non,> 6000 MAD,oui,autre,3,8.0,6.74,17.77,15.31,11.1,8.7,Privé,rural,5,oui,oui,oui,non,célibataire,rural,non,Auditif,oui,انقطعت
488,16,M,non,Non,non,oui,oui,externe,non,primaire,ménagère,autre,oui,non,> 6000 MAD,non,scientifique,3,6.48,9.95,14.2,18.0,11.1,17.75,Privé,rural,6,oui,oui,oui,oui,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
489,12,F,oui,physique,oui,non,oui,interne,universitaire,secondaire,enseignante,enseignant,non,oui,> 6000 MAD,non,autre,1,4.07,8.4,17.39,11.14,14.82,7.01,Privé,urbain,6,oui,oui,non,non,célibataire,urbain,non,Normal,oui,جيد
490,12,M,oui,physique,oui,non,non,interne,universitaire,primaire,enseignante,médecin,oui,oui,< 3000 MAD,oui,littéraire,0,8.0,16.38,14.72,13.99,7.7,10.62,Privé,urbain,3,oui,oui,oui,non,marié,urbain,oui,Auditif,partiellement,مثعثر دراسيا
491,7,F,non,physique,non,oui,oui,externe,non,universitaire,ménagère,médecin,oui,non,3000-6000 MAD,oui,scientifique,1,7.04,12.87,8.86,13.77,14.17,8.01,Public,rural,3,oui,oui,oui,oui,marié,rural,oui,Auditif,oui,جيد
492,15,F,non,psychique,oui,oui,oui,interne,universitaire,universitaire,autre,médecin,oui,oui,< 3000 MAD,oui,littéraire,3,3.72,9.76,8.86,4.35,15.72,7.84,Public,rural,9,oui,oui,non,oui,marié,rural,oui,Auditif,non,انقطعت
493,12,M,non,psychique,oui,oui,oui,externe,universitaire,universitaire,ménagère,ouvrier,oui,non,3000-6000 MAD,oui,autre,0,4.26,6.15,16.56,17.39,17.26,9.86,Public,urbain,6,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,oui,جيد
494,16,F,non,psychique,non,oui,non,externe,universitaire,secondaire,autre,ouvrier,oui,non,< 3000 MAD,oui,scientifique,3,4.24,8.13,12.83,16.47,5.22,13.11,Privé,rural,2,oui,oui,oui,oui,marié,rural,non,Visuel,non,مثعثر دراسيا
495,13,M,oui,psychique,non,non,oui,externe,secondaire,universitaire,médecin,enseignant,oui,non,< 3000 MAD,non,autre,1,5.46,6.48,10.71,12.93,6.04,8.77,Public,urbain,7,oui,oui,oui,oui,célibataire,urbain,oui,Kinesthésique,oui,جيد
496,10,M,non,physique,non,oui,oui,externe,universitaire,non,autre,ouvrier,non,non,3000-6000 MAD,non,littéraire,3,5.29,17.25,16.35,9.93,6.7,14.52,Privé,urbain,7,oui,oui,oui,oui,célibataire,urbain,oui,Visuel,oui,جيد
497,17,F,oui,Non,non,oui,oui,interne,universitaire,non,médecin,enseignant,oui,non,< 3000 MAD,non,scientifique,2,5.43,13.9,14.87,17.06,10.45,16.47,Public,rural,2,oui,oui,non,oui,célibataire,rural,non,Normal,partiellement,انقطعت
498,11,F,oui,psychique,oui,non,non,externe,universitaire,non,autre,enseignant,non,oui,> 6000 MAD,non,autre,3,5.47,6.52,16.66,9.95,18.0,15.15,Privé,urbain,4,oui,oui,oui,oui,marié,urbain,oui,Visuel,non,مثعثر دراسيا
499,8,F,oui,psychique,non,oui,non,interne,universitaire,primaire,médecin,autre,non,non,< 3000 MAD,oui,autre,1,3.41,8.76,6.52,17.43,7.6,15.43,Public,rural,9,oui,oui,oui,non,marié,rural,oui,Auditif,non,جيد
500,9,M,oui,Non,oui,oui,non,externe,secondaire,primaire,autre,autre,oui,non,3000-6000 MAD,oui,autre,2,3.07,8.39,8.51,13.9,13.82,7.73,Public,rural,9,oui,oui,non,non,célibataire,rural,non,Visuel,non,انقطعت
501,8,F,non,psychique,non,oui,oui,externe,primaire,universitaire,autre,autre,non,oui,< 3000 MAD,oui,autre,3,8.0,10.17,14.93,13.13,16.3,12.4,Privé,rural,4,oui,oui,non,oui,marié,rural,non,Normal,oui,مثعثر دراسيا
502,8,M,non,psychique,oui,oui,oui,externe,secondaire,primaire,ménagère,autre,oui,oui,< 3000 MAD,non,scientifique,3,6.76,11.77,7.87,8.47,12.38,16.02,Privé,rural,3,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,oui,جيد
503,12,M,non,Non,non,non,oui,interne,secondaire,universitaire,autre,médecin,oui,non,< 3000 MAD,oui,scientifique,3,4.94,4.88,11.65,9.23,11.59,9.89,Public,urbain,10,oui,oui,non,non,célibataire,urbain,oui,Visuel,non,جيد
504,11,M,non,Non,oui,non,oui,externe,secondaire,universitaire,autre,ouvrier,non,oui,< 3000 MAD,non,littéraire,1,5.44,18.0,16.9,10.96,13.8,15.24,Privé,urbain,3,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,partiellement,مثعثر دراسيا
505,11,F,oui,Non,oui,non,non,interne,universitaire,non,enseignante,autre,non,oui,< 3000 MAD,oui,littéraire,0,4.67,18.0,9.2,17.34,8.34,7.46,Privé,urbain,8,oui,oui,oui,oui,marié,urbain,oui,Visuel,oui,مثعثر دراسيا
506,8,M,oui,psychique,oui,oui,non,interne,non,universitaire,médecin,enseignant,oui,non,3000-6000 MAD,non,littéraire,2,7.27,12.83,6.11,18.0,16.99,18.0,Privé,urbain,9,oui,oui,oui,non,marié,urbain,non,Normal,non,مثعثر دراسيا
507,8,F,non,psychique,oui,oui,oui,interne,universitaire,primaire,enseignante,médecin,non,non,3000-6000 MAD,oui,autre,3,7.82,15.2,7.2,6.8,8.47,15.35,Public,rural,6,oui,oui,oui,oui,marié,rural,non,Auditif,partiellement,جيد
508,17,M,oui,Non,non,oui,non,externe,primaire,secondaire,enseignante,enseignant,non,oui,> 6000 MAD,non,scientifique,0,7.7,18.0,13.01,5.19,10.38,6.81,Privé,rural,5,oui,oui,non,non,célibataire,rural,oui,Normal,non,انقطعت
509,12,F,oui,Non,non,oui,oui,interne,universitaire,secondaire,enseignante,ouvrier,non,non,> 6000 MAD,oui,littéraire,2,7.04,11.66,9.51,9.7,11.4,6.61,Public,rural,7,oui,oui,non,oui,marié,rural,oui,Kinesthésique,partiellement,مثعثر دراسيا
510,14,F,non,psychique,non,oui,oui,interne,primaire,secondaire,médecin,autre,oui,oui,> 6000 MAD,non,littéraire,3,6.64,11.27,15.3,7.04,14.23,12.18,Public,urbain,2,oui,oui,oui,non,célibataire,urbain,oui,Auditif,non,مثعثر دراسيا
511,14,F,non,Non,oui,oui,non,externe,universitaire,primaire,enseignante,ouvrier,non,non,> 6000 MAD,oui,autre,1,7.92,6.45,10.48,10.05,9.89,5.5,Privé,rural,5,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,partiellement,جيد
512,14,F,non,physique,oui,non,non,externe,primaire,secondaire,enseignante,enseignant,non,non,< 3000 MAD,oui,autre,3,8.0,9.77,15.13,18.0,16.81,17.2,Privé,rural,7,oui,oui,oui,non,célibataire,rural,non,Auditif,non,مثعثر دراسيا
513,10,F,oui,physique,non,non,non,externe,non,secondaire,enseignante,médecin,non,non,3000-6000 MAD,oui,littéraire,1,7.93,17.95,11.19,17.02,11.97,18.0,Public,urbain,10,oui,oui,non,non,marié,urbain,non,Normal,non,انقطعت
514,17,F,oui,psychique,oui,non,oui,interne,secondaire,secondaire,ménagère,autre,oui,oui,3000-6000 MAD,oui,autre,2,8.0,13.84,5.08,11.35,8.8,8.47,Privé,rural,6,oui,oui,oui,oui,célibataire,rural,non,Visuel,partiellement,جيد
515,11,F,oui,physique,oui,oui,non,interne,universitaire,primaire,autre,médecin,non,oui,> 6000 MAD,oui,littéraire,0,3.44,6.7,11.57,7.53,15.83,10.75,Public,urbain,6,oui,oui,oui,oui,marié,urbain,non,Auditif,non,جيد
516,8,F,non,physique,oui,non,oui,interne,non,primaire,autre,médecin,non,non,3000-6000 MAD,non,autre,1,3.81,9.71,7.2,4.53,4.47,15.51,Public,rural,2,oui,oui,oui,oui,célibataire,rural,oui,Kinesthésique,partiellement,جيد
517,10,F,non,psychique,non,non,non,externe,non,primaire,autre,enseignant,oui,oui,< 3000 MAD,non,littéraire,1,7.29,5.34,11.85,11.54,7.98,18.0,Privé,rural,4,oui,oui,oui,oui,marié,rural,oui,Auditif,non,انقطعت
518,9,F,oui,psychique,non,oui,non,externe,non,universitaire,autre,ouvrier,non,non,3000-6000 MAD,oui,scientifique,2,7.23,8.65,9.22,10.18,13.08,7.79,Public,urbain,10,oui,oui,oui,non,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
519,12,M,non,psychique,oui,oui,non,externe,primaire,non,enseignante,médecin,non,oui,> 6000 MAD,non,littéraire,1,7.94,11.4,9.74,10.42,8.49,18.0,Public,urbain,9,oui,oui,non,oui,marié,urbain,oui,Normal,partiellement,مثعثر دراسيا
520,7,M,non,Non,non,non,non,externe,universitaire,non,médecin,médecin,oui,non,> 6000 MAD,non,littéraire,3,6.8,7.71,8.44,13.37,12.94,10.99,Public,urbain,1,oui,oui,non,oui,marié,urbain,non,Auditif,partiellement,مثعثر دراسيا
521,17,F,non,Non,oui,oui,oui,externe,primaire,non,ménagère,enseignant,oui,oui,3000-6000 MAD,non,littéraire,3,3.13,7.46,9.7,4.06,8.1,11.83,Public,rural,3,oui,oui,oui,non,marié,rural,non,Auditif,non,مثعثر دراسيا
522,15,M,oui,Non,oui,non,oui,interne,non,non,ménagère,médecin,oui,non,< 3000 MAD,non,scientifique,0,5.35,12.62,13.74,10.36,15.81,9.49,Privé,rural,7,oui,oui,oui,non,marié,rural,non,Auditif,oui,انقطعت
523,16,F,oui,Non,non,non,non,interne,universitaire,primaire,ménagère,autre,non,non,< 3000 MAD,non,scientifique,0,6.45,10.15,7.79,7.51,12.49,5.85,Public,urbain,10,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,partiellement,مثعثر دراسيا
524,11,M,oui,Non,non,oui,non,interne,universitaire,primaire,ménagère,enseignant,non,non,3000-6000 MAD,oui,autre,0,4.91,8.22,7.87,13.44,5.79,15.15,Public,urbain,2,oui,oui,oui,oui,célibataire,urbain,non,Kinesthésique,non,انقطعت
525,8,F,oui,Non,non,non,non,interne,secondaire,secondaire,médecin,ouvrier,non,non,3000-6000 MAD,non,littéraire,3,7.98,16.13,17.74,12.69,17.08,14.49,Public,urbain,8,oui,oui,oui,non,célibataire,urbain,non,Normal,partiellement,انقطعت
526,10,F,oui,Non,non,non,non,interne,secondaire,secondaire,autre,ouvrier,oui,oui,3000-6000 MAD,oui,littéraire,3,7.68,16.27,13.07,16.22,17.14,9.4,Public,rural,4,oui,oui,non,non,marié,rural,non,Normal,non,مثعثر دراسيا
527,8,F,non,Non,oui,non,non,externe,primaire,secondaire,enseignante,enseignant,non,non,> 6000 MAD,oui,littéraire,0,5.02,16.7,10.71,5.82,7.6,16.03,Public,urbain,1,oui,oui,non,non,marié,urbain,oui,Visuel,partiellement,جيد
528,12,M,non,psychique,non,oui,oui,externe,non,primaire,médecin,enseignant,oui,oui,> 6000 MAD,oui,scientifique,0,4.44,7.86,9.63,18.0,10.86,14.62,Privé,rural,3,oui,oui,oui,oui,célibataire,rural,non,Visuel,non,انقطعت
529,6,F,oui,psychique,oui,non,oui,externe,non,universitaire,enseignante,médecin,non,oui,3000-6000 MAD,oui,autre,3,3.82,11.79,7.0,6.97,4.06,12.48,Public,rural,5,oui,oui,oui,oui,célibataire,rural,oui,Kinesthésique,non,انقطعت
530,17,M,oui,physique,oui,oui,non,externe,universitaire,non,autre,ouvrier,oui,oui,> 6000 MAD,oui,scientifique,2,6.5,10.86,16.7,15.5,15.23,14.61,Public,rural,1,oui,oui,non,non,marié,rural,oui,Visuel,oui,مثعثر دراسيا
531,12,M,non,physique,oui,oui,oui,externe,primaire,primaire,autre,enseignant,non,non,3000-6000 MAD,oui,scientifique,0,8.0,14.03,5.95,10.49,12.44,7.34,Privé,urbain,1,oui,oui,non,non,marié,urbain,oui,Kinesthésique,non,انقطعت
532,6,M,non,physique,oui,oui,oui,externe,primaire,secondaire,autre,médecin,non,non,> 6000 MAD,oui,littéraire,3,7.41,13.76,11.24,17.43,11.73,18.0,Privé,rural,10,oui,oui,oui,oui,marié,rural,oui,Auditif,non,انقطعت
533,13,F,oui,psychique,oui,oui,non,externe,non,non,ménagère,médecin,non,oui,3000-6000 MAD,oui,autre,1,3.52,10.07,8.12,13.24,9.48,16.51,Public,urbain,7,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,partiellement,جيد
534,14,F,non,Non,non,oui,non,externe,non,primaire,enseignante,médecin,non,oui,< 3000 MAD,non,scientifique,2,6.33,7.34,14.19,17.31,18.0,18.0,Public,urbain,3,oui,oui,oui,oui,célibataire,urbain,non,Auditif,partiellement,جيد
535,17,M,oui,physique,non,oui,non,interne,primaire,non,ménagère,médecin,non,non,> 6000 MAD,oui,littéraire,1,4.74,5.89,12.71,16.11,7.23,12.77,Public,urbain,3,oui,oui,non,oui,marié,urbain,non,Kinesthésique,partiellement,مثعثر دراسيا
536,11,F,non,physique,non,oui,non,externe,secondaire,primaire,ménagère,médecin,non,oui,3000-6000 MAD,oui,scientifique,3,6.32,14.74,7.82,9.23,18.0,10.82,Privé,urbain,6,oui,oui,oui,non,marié,urbain,oui,Normal,partiellement,انقطعت
537,13,M,oui,psychique,oui,oui,oui,externe,secondaire,non,enseignante,autre,non,non,< 3000 MAD,non,littéraire,3,5.6,16.46,10.39,13.81,13.96,8.53,Public,rural,2,oui,oui,non,non,marié,rural,non,Visuel,oui,جيد
538,13,M,non,psychique,oui,oui,oui,externe,secondaire,secondaire,enseignante,autre,oui,non,< 3000 MAD,oui,scientifique,0,3.8,4.63,9.63,6.99,5.25,13.18,Public,rural,7,oui,oui,non,oui,marié,rural,oui,Kinesthésique,oui,مثعثر دراسيا
539,6,F,non,psychique,oui,non,non,externe,non,non,enseignante,ouvrier,non,oui,< 3000 MAD,oui,scientifique,2,7.89,5.29,9.78,10.05,5.77,15.23,Public,urbain,7,oui,oui,non,oui,célibataire,urbain,oui,Visuel,partiellement,مثعثر دراسيا
540,10,M,oui,physique,oui,non,non,externe,secondaire,secondaire,médecin,ouvrier,non,oui,< 3000 MAD,non,scientifique,1,3.76,15.86,13.97,14.53,6.01,14.21,Privé,rural,2,oui,oui,non,oui,célibataire,rural,oui,Visuel,oui,جيد
541,6,M,non,Non,oui,non,oui,externe,universitaire,non,ménagère,ouvrier,non,non,> 6000 MAD,oui,scientifique,3,5.58,4.3,10.94,4.31,4.89,12.59,Public,rural,10,oui,oui,non,non,marié,rural,non,Auditif,partiellement,انقطعت
542,11,M,oui,physique,non,oui,oui,interne,secondaire,secondaire,enseignante,ouvrier,oui,oui,> 6000 MAD,non,autre,3,4.34,4.83,12.05,4.57,7.14,17.19,Public,rural,3,oui,oui,non,non,marié,rural,non,Auditif,oui,مثعثر دراسيا
543,17,F,oui,physique,non,non,non,externe,non,primaire,enseignante,autre,non,non,> 6000 MAD,oui,littéraire,2,6.04,15.81,17.53,7.41,15.13,5.63,Privé,urbain,2,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,partiellement,انقطعت
544,14,M,non,physique,oui,oui,oui,interne,secondaire,secondaire,médecin,enseignant,oui,non,> 6000 MAD,oui,autre,1,6.3,14.36,12.25,17.05,11.14,8.61,Public,urbain,10,oui,oui,non,oui,célibataire,urbain,oui,Visuel,oui,انقطعت
545,10,M,non,psychique,non,oui,non,externe,universitaire,secondaire,enseignante,ouvrier,non,non,< 3000 MAD,oui,autre,3,3.45,10.14,16.24,4.25,9.8,4.01,Public,rural,7,oui,oui,non,oui,marié,rural,non,Kinesthésique,oui,جيد
546,15,M,oui,physique,oui,non,non,externe,secondaire,primaire,enseignante,autre,non,non,3000-6000 MAD,non,scientifique,0,7.31,5.15,13.63,8.58,7.59,5.36,Public,rural,4,oui,oui,oui,non,célibataire,rural,non,Auditif,non,مثعثر دراسيا
547,6,M,oui,physique,non,oui,oui,externe,universitaire,primaire,enseignante,enseignant,oui,non,3000-6000 MAD,non,autre,0,7.93,9.44,12.5,10.26,14.89,11.27,Public,urbain,8,oui,oui,oui,oui,célibataire,urbain,non,Kinesthésique,oui,مثعثر دراسيا
548,18,M,oui,Non,oui,oui,oui,externe,non,universitaire,ménagère,ouvrier,oui,non,> 6000 MAD,oui,autre,1,4.13,16.07,12.38,10.99,7.29,16.06,Privé,rural,5,oui,oui,non,oui,marié,rural,non,Visuel,non,مثعثر دراسيا
549,10,F,oui,physique,non,non,oui,interne,primaire,non,médecin,ouvrier,non,non,3000-6000 MAD,non,autre,1,4.04,8.05,18.0,10.14,18.0,7.59,Privé,rural,8,oui,oui,oui,non,marié,rural,oui,Auditif,non,مثعثر دراسيا
550,12,M,non,psychique,non,oui,oui,interne,primaire,secondaire,enseignante,autre,oui,oui,> 6000 MAD,oui,autre,3,8.0,4.69,8.71,6.2,16.76,13.65,Public,urbain,1,oui,oui,oui,non,marié,urbain,non,Normal,non,مثعثر دراسيا
551,11,M,oui,physique,oui,non,oui,externe,universitaire,non,ménagère,enseignant,non,non,< 3000 MAD,oui,scientifique,1,6.19,5.62,10.33,12.6,15.78,16.09,Privé,rural,9,oui,oui,oui,oui,marié,rural,oui,Kinesthésique,non,مثعثر دراسيا
552,16,F,non,psychique,oui,oui,oui,interne,universitaire,non,médecin,enseignant,non,non,> 6000 MAD,non,littéraire,1,8.0,10.89,15.94,18.0,7.04,12.98,Privé,urbain,5,oui,oui,oui,oui,célibataire,urbain,non,Normal,oui,جيد
553,9,M,oui,physique,non,non,non,interne,primaire,universitaire,enseignante,ouvrier,oui,non,3000-6000 MAD,oui,scientifique,1,4.16,16.81,17.77,15.98,6.12,11.34,Public,urbain,1,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,non,جيد
554,17,F,oui,physique,non,non,non,interne,universitaire,secondaire,médecin,enseignant,oui,oui,3000-6000 MAD,non,autre,0,5.52,12.81,15.8,4.5,10.5,12.86,Public,urbain,8,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,partiellement,جيد
555,6,F,non,Non,oui,oui,non,externe,primaire,non,ménagère,ouvrier,non,non,3000-6000 MAD,oui,littéraire,3,5.27,7.53,15.71,15.27,7.94,17.89,Privé,rural,9,oui,oui,non,non,marié,rural,non,Kinesthésique,partiellement,انقطعت
556,17,F,oui,physique,non,non,non,interne,secondaire,universitaire,autre,médecin,oui,non,> 6000 MAD,non,autre,0,4.51,16.55,14.32,9.17,15.51,5.85,Privé,rural,6,oui,oui,non,oui,célibataire,rural,non,Visuel,partiellement,انقطعت
557,10,F,oui,physique,oui,oui,non,externe,universitaire,universitaire,ménagère,autre,non,oui,> 6000 MAD,oui,autre,3,6.08,18.0,18.0,6.16,13.19,13.59,Privé,urbain,8,oui,oui,oui,oui,célibataire,urbain,oui,Visuel,non,انقطعت
558,6,F,non,physique,oui,oui,non,externe,primaire,primaire,autre,autre,oui,oui,> 6000 MAD,non,scientifique,3,7.26,16.35,7.12,16.23,11.38,15.7,Privé,rural,2,oui,oui,oui,oui,marié,rural,oui,Visuel,partiellement,مثعثر دراسيا
559,15,M,non,Non,oui,oui,non,interne,non,universitaire,médecin,autre,oui,oui,> 6000 MAD,non,autre,2,5.13,17.85,18.0,18.0,16.39,14.0,Privé,urbain,10,oui,oui,oui,oui,marié,urbain,non,Normal,oui,انقطعت
560,9,M,non,psychique,non,oui,non,interne,non,primaire,autre,enseignant,oui,non,> 6000 MAD,non,littéraire,2,4.27,5.53,16.09,17.58,11.49,18.0,Privé,rural,5,oui,oui,oui,oui,marié,rural,oui,Auditif,partiellement,انقطعت
561,17,M,non,physique,non,oui,non,interne,universitaire,secondaire,enseignante,enseignant,oui,non,> 6000 MAD,non,autre,1,7.28,15.84,7.69,17.55,16.44,15.92,Public,rural,9,oui,oui,non,non,célibataire,rural,non,Auditif,non,مثعثر دراسيا
562,7,M,oui,psychique,non,non,non,interne,non,secondaire,enseignante,ouvrier,non,oui,< 3000 MAD,non,autre,2,4.51,5.7,15.36,11.99,10.08,6.96,Privé,urbain,9,oui,oui,non,oui,célibataire,urbain,non,Auditif,non,انقطعت
563,11,F,non,Non,non,oui,non,externe,universitaire,secondaire,enseignante,ouvrier,oui,oui,3000-6000 MAD,oui,littéraire,1,5.05,17.1,13.3,9.22,10.69,8.62,Privé,urbain,9,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,partiellement,جيد
564,16,F,oui,physique,oui,oui,non,externe,primaire,secondaire,autre,enseignant,oui,non,3000-6000 MAD,non,scientifique,0,8.0,9.45,17.83,14.35,10.54,17.98,Privé,urbain,4,oui,oui,non,non,célibataire,urbain,non,Normal,non,جيد
565,9,M,non,psychique,oui,non,oui,interne,non,universitaire,enseignante,enseignant,non,non,> 6000 MAD,oui,littéraire,2,4.34,18.0,7.23,18.0,7.25,16.36,Privé,urbain,2,oui,oui,non,non,célibataire,urbain,oui,Kinesthésique,non,مثعثر دراسيا
566,17,M,oui,psychique,non,oui,non,interne,non,primaire,médecin,ouvrier,oui,oui,3000-6000 MAD,non,autre,3,4.87,6.76,7.86,17.82,9.76,13.17,Privé,urbain,8,oui,oui,oui,non,célibataire,urbain,non,Visuel,non,انقطعت
567,16,M,non,Non,oui,non,non,externe,non,primaire,enseignante,enseignant,oui,non,3000-6000 MAD,oui,littéraire,0,7.72,10.32,13.69,4.7,17.56,11.14,Public,rural,2,oui,oui,oui,non,marié,rural,non,Auditif,non,انقطعت
568,16,F,oui,Non,oui,non,non,interne,primaire,non,ménagère,ouvrier,oui,non,< 3000 MAD,non,autre,1,7.96,11.86,16.35,7.71,5.68,5.73,Public,rural,2,oui,oui,oui,non,marié,rural,oui,Kinesthésique,non,جيد
569,6,F,oui,physique,non,non,oui,externe,primaire,secondaire,ménagère,autre,non,oui,3000-6000 MAD,oui,scientifique,0,8.0,11.55,13.69,10.91,18.0,12.82,Privé,urbain,4,oui,oui,non,oui,célibataire,urbain,non,Auditif,partiellement,مثعثر دراسيا
570,12,F,oui,physique,non,oui,non,externe,universitaire,non,médecin,autre,oui,oui,3000-6000 MAD,non,scientifique,1,4.1,5.41,4.28,14.36,14.13,11.84,Public,rural,9,oui,oui,oui,oui,marié,rural,non,Visuel,oui,مثعثر دراسيا
571,12,M,oui,psychique,non,oui,oui,interne,primaire,primaire,ménagère,autre,non,oui,3000-6000 MAD,oui,autre,2,5.19,8.88,17.83,11.71,10.17,8.93,Public,rural,9,oui,oui,non,oui,célibataire,rural,non,Visuel,oui,مثعثر دراسيا
572,14,F,non,psychique,non,non,oui,externe,non,secondaire,médecin,ouvrier,non,oui,> 6000 MAD,oui,scientifique,3,5.77,13.0,13.26,6.11,7.43,9.74,Public,urbain,3,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,partiellement,جيد
573,18,M,non,psychique,non,oui,oui,interne,universitaire,primaire,autre,enseignant,non,non,< 3000 MAD,oui,scientifique,1,4.08,10.55,5.16,15.45,12.87,9.97,Public,urbain,5,oui,oui,oui,oui,marié,urbain,non,Auditif,partiellement,انقطعت
574,12,F,oui,Non,non,non,non,interne,primaire,secondaire,enseignante,ouvrier,oui,oui,> 6000 MAD,oui,scientifique,1,6.35,15.88,13.33,7.67,8.12,13.93,Public,rural,3,oui,oui,non,non,marié,rural,non,Normal,non,جيد
575,12,F,oui,psychique,non,oui,non,externe,secondaire,primaire,ménagère,médecin,non,non,> 6000 MAD,non,autre,0,4.57,17.75,5.7,11.79,11.43,8.36,Public,urbain,4,oui,oui,non,oui,célibataire,urbain,non,Normal,non,انقطعت
576,11,M,oui,Non,oui,oui,oui,externe,secondaire,secondaire,autre,ouvrier,oui,oui,3000-6000 MAD,oui,scientifique,2,5.82,10.63,11.06,9.59,6.45,13.91,Public,urbain,5,oui,oui,non,non,célibataire,urbain,non,Auditif,non,جيد
577,14,F,non,Non,non,oui,oui,externe,primaire,universitaire,médecin,ouvrier,non,oui,< 3000 MAD,non,littéraire,3,3.66,17.05,13.75,11.75,11.92,14.05,Public,rural,2,oui,oui,non,oui,célibataire,rural,oui,Visuel,partiellement,انقطعت
578,11,F,non,psychique,oui,non,oui,externe,non,primaire,ménagère,ouvrier,non,oui,> 6000 MAD,non,scientifique,0,5.01,11.28,5.64,17.81,13.5,17.24,Public,rural,4,oui,oui,non,non,célibataire,rural,non,Auditif,partiellement,جيد
579,16,M,non,Non,non,non,non,interne,non,primaire,enseignante,autre,oui,non,3000-6000 MAD,oui,autre,1,4.82,17.53,7.22,12.09,6.25,4.57,Public,urbain,4,oui,oui,non,non,marié,urbain,oui,Auditif,non,انقطعت
580,15,F,oui,physique,non,oui,non,interne,universitaire,primaire,ménagère,ouvrier,non,oui,> 6000 MAD,oui,littéraire,3,7.46,18.0,11.45,6.56,7.44,11.66,Public,urbain,6,oui,oui,non,non,célibataire,urbain,oui,Normal,oui,جيد
